id,MEM,CPU,throughput
937,0.6,512.0,2198.8
938,0.6,512.0,2197.95
939,0.6,512.0,2202.9
940,0.6,512.0,919856.0
941,0.6,512.0,923094.96
942,0.6,512.0,921214.56
943,0.6,512.0,922266.86
944,0.6,512.0,921842.1
945,0.6,512.0,930246.37
946,0.6,512.0,921790.41
947,0.6,512.0,921568.17
948,0.6,512.0,911995.29
949,0.6,512.0,916621.72
950,0.6,512.0,922178.29
951,0.6,512.0,921650.55
952,0.6,512.0,915381.49
953,0.6,512.0,926440.98
954,0.6,512.0,911399.01
955,0.6,512.0,914789.82
956,0.6,512.0,927054.67
957,0.6,512.0,927375.07
958,0.6,512.0,919909.52
959,0.6,512.0,932641.96
960,0.7,64.0,2217.1
961,0.7,64.0,2255.09
962,0.7,64.0,2222.77
963,0.7,64.0,2211.51
964,0.7,64.0,2209.47
965,0.7,64.0,2260.91
966,0.7,64.0,2235.08
967,0.7,64.0,2258.33
968,0.7,64.0,2203.48
969,0.7,64.0,2187.22
970,0.7,64.0,2206.16
971,0.7,64.0,2214.59
972,0.7,64.0,2236.39
973,0.7,64.0,2228.63
974,0.7,64.0,2259.19
975,0.7,64.0,2236.94
976,0.7,64.0,2276.95
977,0.7,64.0,2216.88
978,0.7,64.0,2198.9
979,0.7,64.0,2213.55
980,0.7,64.0,1089772.39
981,0.7,64.0,1086216.68
982,0.7,64.0,1076196.5
983,0.7,64.0,1077768.43
984,0.7,64.0,1090040.05
985,0.7,64.0,1091147.31
986,0.7,64.0,1087368.66
987,0.7,64.0,1086324.61
988,0.7,64.0,1080612.84
989,0.7,64.0,1079425.34
990,0.7,64.0,1075955.93
991,0.7,64.0,1075842.56
992,0.7,64.0,1077039.76
993,0.7,64.0,1069457.56
994,0.7,64.0,1080089.64
995,0.7,64.0,1080404.06
996,0.7,64.0,1085563.09
997,0.7,64.0,1074595.86
998,0.7,64.0,1082555.27
999,0.7,64.0,1077339.1
1000,0.7,128.0,2213.73
1001,0.7,128.0,2212.77
1002,0.7,128.0,2213.31
1003,0.7,128.0,2222.58
1004,0.7,128.0,2220.33
1005,0.7,128.0,2246.65
1006,0.7,128.0,2216.69
1007,0.7,128.0,2201.6
1008,0.7,128.0,2234.97
1009,0.7,128.0,2208.44
1010,0.7,128.0,2251.48
1011,0.7,128.0,2206.95
1012,0.7,128.0,2191.61
1013,0.7,128.0,2194.6
1014,0.7,128.0,2233.61
1015,0.7,128.0,2223.09
1016,0.7,128.0,2204.05
1017,0.7,128.0,2193.66
1018,0.7,128.0,2229.16
1019,0.7,128.0,2236.94
1020,0.7,128.0,1077230.64
1021,0.7,128.0,1075927.0
1022,0.7,128.0,1096068.2
1023,0.7,128.0,1077795.42
1024,0.7,128.0,1081735.2
1025,0.7,128.0,1090428.24
1026,0.7,128.0,1091537.87
1027,0.7,128.0,1085197.08
1028,0.7,128.0,1089999.23
1029,0.7,128.0,1074887.75
1030,0.7,128.0,1071711.22
1031,0.7,128.0,1076146.82
1032,0.7,128.0,1074624.9
1033,0.7,128.0,1096250.91
1034,0.7,128.0,1086324.95
1035,0.7,128.0,1091603.69
1036,0.7,128.0,1076164.76
1037,0.7,128.0,1080676.24
1038,0.7,128.0,1096270.58
1039,0.7,128.0,1090534.71
1040,0.7,256.0,2228.14
1041,0.7,256.0,2226.5
1042,0.7,256.0,2213.64
1043,0.7,256.0,2215.11
1044,0.7,256.0,2226.93
1045,0.7,256.0,2228.75
1046,0.7,256.0,2250.59
1047,0.7,256.0,2222.49
1048,0.7,256.0,2226.38
1049,0.7,256.0,2216.41
1050,0.7,256.0,2230.41
1051,0.7,256.0,2231.65
1052,0.7,256.0,2236.75
1053,0.7,256.0,2229.49
1054,0.7,256.0,2223.64
1055,0.7,256.0,2180.22
1056,0.7,256.0,2237.22
1057,0.7,256.0,2263.45
1058,0.7,256.0,2191.75
1059,0.7,256.0,2219.5
1060,0.7,256.0,1080669.11
1061,0.7,256.0,1090163.86
1062,0.7,256.0,1087581.22
1063,0.7,256.0,1088164.08
1064,0.7,256.0,1079695.92
1065,0.7,256.0,1074534.93
1066,0.7,256.0,1085208.01
1067,0.7,256.0,1082367.88
1068,0.7,256.0,1084764.47
1069,0.7,256.0,1080583.88
1070,0.7,256.0,1079064.08
1071,0.7,256.0,1081253.42
1072,0.7,256.0,1076317.63
1073,0.7,256.0,1080959.24
1074,0.7,256.0,1080820.86
1075,0.7,256.0,1091409.65
1076,0.7,256.0,1084684.25
1077,0.7,256.0,1089803.74
1078,0.7,256.0,1082488.82
1079,0.7,256.0,1091212.55
1080,0.7,512.0,2254.38
1081,0.7,512.0,2185.91
1082,0.7,512.0,2236.14
1083,0.7,512.0,2246.27
1084,0.7,512.0,2201.88
1085,0.7,512.0,2234.97
1086,0.7,512.0,2191.97
1087,0.7,512.0,2205.37
1088,0.7,512.0,2208.75
1089,0.7,512.0,2214.27
1090,0.7,512.0,2213.53
1091,0.7,512.0,2229.39
1092,0.7,512.0,2209.31
1093,0.7,512.0,2220.67
1094,0.7,512.0,2209.71
1095,0.7,512.0,2250.34
1096,0.7,512.0,2208.06
1097,0.7,512.0,2230.38
1098,0.7,512.0,2191.46
1099,0.7,512.0,2225.91
1100,0.7,512.0,1087649.3
1101,0.7,512.0,1076080.46
1102,0.7,512.0,1091866.64
1103,0.7,512.0,1091870.37
1104,0.7,512.0,1093925.03
1105,0.7,512.0,1095508.73
1106,0.7,512.0,1071201.69
1107,0.7,512.0,1079835.97
1108,0.7,512.0,1085092.33
1109,0.7,512.0,1075954.66
1110,0.7,512.0,1075080.16
1111,0.7,512.0,1086089.75
1112,0.7,512.0,1086016.06
1113,0.7,512.0,1085298.34
1114,0.7,512.0,1081870.3
1115,0.7,512.0,1093035.23
1116,0.7,512.0,1087740.17
1117,0.7,512.0,1081820.48
1118,0.7,512.0,1080338.03
1119,0.7,512.0,1075219.54
1120,0.8,64.0,2260.88
1121,0.8,64.0,2215.22
1122,0.8,64.0,2212.17
1123,0.8,64.0,2226.86
1124,0.8,64.0,2227.42
1125,0.8,64.0,2237.3
1126,0.8,64.0,2229.5
1127,0.8,64.0,2220.84
1128,0.8,64.0,2225.8
1129,0.8,64.0,2223.12
1130,0.8,64.0,2269.22
1131,0.8,64.0,2225.42
1132,0.8,64.0,2229.8
1133,0.8,64.0,2222.04
1134,0.8,64.0,2248.19
1135,0.8,64.0,2199.53
1136,0.8,64.0,2212.36
1137,0.8,64.0,2251.59
1138,0.8,64.0,2222.24
1139,0.8,64.0,2206.47
1140,0.8,64.0,1245249.56
1141,0.8,64.0,1259166.74
1142,0.8,64.0,1233067.35
1143,0.8,64.0,1250478.39
1144,0.8,64.0,1237402.98
1145,0.8,64.0,1241586.18
1146,0.8,64.0,1247970.32
1147,0.8,64.0,1247978.05
1148,0.8,64.0,1232267.58
1149,0.8,64.0,1235894.1
1150,0.8,64.0,1249492.17
1151,0.8,64.0,1260433.76
1152,0.8,64.0,1243045.7
1153,0.8,64.0,1241537.95
1154,0.8,64.0,1243068.1
1155,0.8,64.0,1240020.67
1156,0.8,64.0,1232193.22
1157,0.8,64.0,1241608.1
1158,0.8,64.0,1240871.28
1159,0.8,64.0,1240306.53
1160,0.8,128.0,2227.19
1161,0.8,128.0,2206.58
1162,0.8,128.0,2255.37
1163,0.8,128.0,2213.67
1164,0.8,128.0,2221.09
1165,0.8,128.0,2220.45
1166,0.8,128.0,2217.63
1167,0.8,128.0,2203.34
1168,0.8,128.0,2220.36
1169,0.8,128.0,2196.93
1170,0.8,128.0,2259.45
1171,0.8,128.0,2206.79
1172,0.8,128.0,2222.9
1173,0.8,128.0,2227.0
1174,0.8,128.0,2242.71
1175,0.8,128.0,2244.47
1176,0.8,128.0,2270.65
1177,0.8,128.0,2222.96
1178,0.8,128.0,2206.92
1179,0.8,128.0,2232.2
1180,0.8,128.0,1245797.3
1181,0.8,128.0,1235291.08
1182,0.8,128.0,1250282.56
1183,0.8,128.0,1248163.77
1184,0.8,128.0,1240388.18
1185,0.8,128.0,1246656.97
1186,0.8,128.0,1235847.14
1187,0.8,128.0,1229991.21
1188,0.8,128.0,1243564.32
1189,0.8,128.0,1258017.71
1190,0.8,128.0,1251451.37
1191,0.8,128.0,1253589.58
1192,0.8,128.0,1236994.21
1193,0.8,128.0,1237275.73
1194,0.8,128.0,1257131.17
1195,0.8,128.0,1246335.45
1196,0.8,128.0,1241550.74
1197,0.8,128.0,1242316.19
1198,0.8,128.0,1243080.26
1199,0.8,128.0,1255704.86
1200,0.8,256.0,2230.34
1201,0.8,256.0,2225.54
1202,0.8,256.0,2257.17
1203,0.8,256.0,2193.0
1204,0.8,256.0,2202.87
1205,0.8,256.0,2195.66
1206,0.8,256.0,2247.44
1207,0.8,256.0,2223.72
1208,0.8,256.0,2214.33
1209,0.8,256.0,2224.27
1210,0.8,256.0,2228.32
1211,0.8,256.0,2232.72
1212,0.8,256.0,2243.08
1213,0.8,256.0,2208.14
1214,0.8,256.0,2225.7
1215,0.8,256.0,2217.65
1216,0.8,256.0,2204.54
1217,0.8,256.0,2194.18
1218,0.8,256.0,2224.01
1219,0.8,256.0,2264.6
1220,0.8,256.0,1260668.63
1221,0.8,256.0,1236893.16
1222,0.8,256.0,1238431.9
1223,0.8,256.0,1247294.03
1224,0.8,256.0,1255640.23
1225,0.8,256.0,1239720.68
1226,0.8,256.0,1241974.24
1227,0.8,256.0,1234435.0
1228,0.8,256.0,1250286.17
1229,0.8,256.0,1231518.28
1230,0.8,256.0,1243291.78
1231,0.8,256.0,1236971.44
1232,0.8,256.0,1246296.05
1233,0.8,256.0,1254091.06
1234,0.8,256.0,1235765.5
1235,0.8,256.0,1245339.23
1236,0.8,256.0,1242525.25
1237,0.8,256.0,1241497.71
1238,0.8,256.0,1247942.4
1239,0.8,256.0,1248333.85
1240,0.8,512.0,2248.93
1241,0.8,512.0,2248.91
1242,0.8,512.0,2224.53
1243,0.8,512.0,2205.41
1244,0.8,512.0,2231.13
1245,0.8,512.0,2276.28
1246,0.8,512.0,2197.56
1247,0.8,512.0,2234.87
1248,0.8,512.0,2236.33
1249,0.8,512.0,2209.15
1250,0.8,512.0,2240.86
1251,0.8,512.0,2227.98
1252,0.8,512.0,2229.16
1253,0.8,512.0,2237.48
1254,0.8,512.0,2202.61
1255,0.8,512.0,2196.52
1256,0.8,512.0,2256.79
1257,0.8,512.0,2238.36
1258,0.8,512.0,2222.71
1259,0.8,512.0,2237.42
1260,0.8,512.0,1255671.72
1261,0.8,512.0,1242283.76
1262,0.8,512.0,1235536.76
1263,0.8,512.0,1245582.42
1264,0.8,512.0,1247232.5
1265,0.8,512.0,1247593.74
1266,0.8,512.0,1258512.03
1267,0.8,512.0,1235663.23
1268,0.8,512.0,1239672.11
1269,0.8,512.0,1255938.83
1270,0.8,512.0,1241413.67
1271,0.8,512.0,1251887.87
1272,0.8,512.0,1252754.89
1273,0.8,512.0,1247335.71
1274,0.8,512.0,1236772.42
1275,0.8,512.0,1237432.17
1276,0.8,512.0,1242780.09
1277,0.8,512.0,1232576.73
1278,0.8,512.0,1237658.42
1279,0.8,512.0,1245451.66
1280,0.9,64.0,2218.04
1281,0.9,64.0,2222.7
1282,0.9,64.0,2207.58
1283,0.9,64.0,2243.27
1284,0.9,64.0,2213.55
1285,0.9,64.0,2262.26
1286,0.9,64.0,2241.42
1287,0.9,64.0,2235.65
1288,0.9,64.0,2201.53
1289,0.9,64.0,2255.21
1290,0.9,64.0,2256.45
1291,0.9,64.0,2233.52
1292,0.9,64.0,2246.71
1293,0.9,64.0,2253.22
1294,0.9,64.0,2252.07
1295,0.9,64.0,2250.69
1296,0.9,64.0,2249.27
1297,0.9,64.0,2276.36
1298,0.9,64.0,2233.59
1299,0.9,64.0,2225.02
1300,0.9,64.0,1419386.99
1301,0.9,64.0,1434218.9
1302,0.9,64.0,1412219.86
1303,0.9,64.0,1434505.07
1304,0.9,64.0,1443224.69
1305,0.9,64.0,1418671.72
1306,0.9,64.0,1426611.3
1307,0.9,64.0,1425021.21
1308,0.9,64.0,1431910.61
1309,0.9,64.0,1437728.77
1310,0.9,64.0,1423541.73
1311,0.9,64.0,1424191.13
1312,0.9,64.0,1433022.78
1313,0.9,64.0,1415885.8
1314,0.9,64.0,1423630.64
1315,0.9,64.0,1434788.53
1316,0.9,64.0,1435156.67
1317,0.9,64.0,1423889.83
1318,0.9,64.0,1430086.43
1319,0.9,64.0,1440418.55
1320,0.9,128.0,2222.81
1321,0.9,128.0,2267.16
1322,0.9,128.0,2237.29
1323,0.9,128.0,2236.94
1324,0.9,128.0,2217.07
1325,0.9,128.0,2219.39
1326,0.9,128.0,2249.33
1327,0.9,128.0,2263.61
1328,0.9,128.0,2256.98
1329,0.9,128.0,2208.55
1330,0.9,128.0,2253.7
1331,0.9,128.0,2246.78
1332,0.9,128.0,2236.35
1333,0.9,128.0,2211.26
1334,0.9,128.0,2246.91
1335,0.9,128.0,2229.03
1336,0.9,128.0,2214.2
1337,0.9,128.0,2243.98
1338,0.9,128.0,2227.54
1339,0.9,128.0,2218.91
1340,0.9,128.0,1423573.91
1341,0.9,128.0,1411512.74
1342,0.9,128.0,1418563.53
1343,0.9,128.0,1420799.19
1344,0.9,128.0,1417488.67
1345,0.9,128.0,1428212.78
1346,0.9,128.0,1432344.78
1347,0.9,128.0,1424267.04
1348,0.9,128.0,1431100.84
1349,0.9,128.0,1434180.72
1350,0.9,128.0,1427141.23
1351,0.9,128.0,1411279.68
1352,0.9,128.0,1410498.78
1353,0.9,128.0,1418607.7
1354,0.9,128.0,1408328.88
1355,0.9,128.0,1422330.62
1356,0.9,128.0,1433396.03
1357,0.9,128.0,1433951.58
1358,0.9,128.0,1433972.83
1359,0.9,128.0,1411748.93
1360,0.9,256.0,2217.91
1361,0.9,256.0,2255.84
1362,0.9,256.0,2218.42
1363,0.9,256.0,2250.38
1364,0.9,256.0,2228.71
1365,0.9,256.0,2234.54
1366,0.9,256.0,2192.51
1367,0.9,256.0,2257.85
1368,0.9,256.0,2244.56
1369,0.9,256.0,2243.36
1370,0.9,256.0,2235.97
1371,0.9,256.0,2194.55
1372,0.9,256.0,2264.39
1373,0.9,256.0,2265.88
1374,0.9,256.0,2237.25
1375,0.9,256.0,2232.78
1376,0.9,256.0,2272.72
1377,0.9,256.0,2229.88
1378,0.9,256.0,2195.1
1379,0.9,256.0,2238.4
1380,0.9,256.0,1415950.68
1381,0.9,256.0,1415704.63
1382,0.9,256.0,1423445.78
1383,0.9,256.0,1427505.92
1384,0.9,256.0,1432719.51
1385,0.9,256.0,1425395.92
1386,0.9,256.0,1412841.35
1387,0.9,256.0,1419778.59
1388,0.9,256.0,1417690.82
1389,0.9,256.0,1423287.24
1390,0.9,256.0,1413991.31
1391,0.9,256.0,1417182.49
1392,0.9,256.0,1416705.24
1393,0.9,256.0,1422094.63
1394,0.9,256.0,1423910.22
1395,0.9,256.0,1429740.89
1396,0.9,256.0,1410566.89
1397,0.9,256.0,1417284.81
1398,0.9,256.0,1426126.36
1399,0.9,256.0,1415621.41
1400,0.9,512.0,2233.78
1401,0.9,512.0,2229.38
1402,0.9,512.0,2244.97
1403,0.9,512.0,2240.24
1404,0.9,512.0,2248.37
1405,0.9,512.0,2251.76
1406,0.9,512.0,2206.78
1407,0.9,512.0,2218.4
1408,0.9,512.0,2246.5
1409,0.9,512.0,2292.68
1410,0.9,512.0,2195.29
1411,0.9,512.0,2242.6
1412,0.9,512.0,2205.87
1413,0.9,512.0,2263.91
1414,0.9,512.0,2260.94
1415,0.9,512.0,2208.43
1416,0.9,512.0,2200.73
1417,0.9,512.0,2216.39
1418,0.9,512.0,2229.92
1419,0.9,512.0,2229.96
1420,0.9,512.0,1430996.38
1421,0.9,512.0,1421543.26
1422,0.9,512.0,1412943.92
1423,0.9,512.0,1418077.35
1424,0.9,512.0,1426677.62
1425,0.9,512.0,1432248.17
1426,0.9,512.0,1419879.4
1427,0.9,512.0,1407899.96
1428,0.9,512.0,1425829.31
1429,0.9,512.0,1416568.1
1430,0.9,512.0,1428984.89
1431,0.9,512.0,1420666.41
1432,0.9,512.0,1424717.28
1433,0.9,512.0,1400765.45
1434,0.9,512.0,1417818.34
1435,0.9,512.0,1418338.49
1436,0.9,512.0,1422211.39
1437,0.9,512.0,1446221.4
1438,0.9,512.0,1414380.4
1439,0.9,512.0,1417604.43
1440,1.0,64.0,2257.96
1441,1.0,64.0,2249.79
1442,1.0,64.0,
1443,1.0,64.0,2223.59
1444,1.0,64.0,2206.37
1445,1.0,64.0,2226.41
1446,1.0,64.0,2268.33
1447,1.0,64.0,2274.54
1448,1.0,64.0,2219.08
1449,1.0,64.0,2258.17
1450,1.0,64.0,2257.79
1451,1.0,64.0,2292.52
1452,1.0,64.0,2223.72
1453,1.0,64.0,2229.18
1454,1.0,64.0,2210.18
1455,1.0,64.0,2259.11
1456,1.0,64.0,2249.34
1457,1.0,64.0,2241.55
1458,1.0,64.0,2226.36
1459,1.0,64.0,2248.31
1460,1.0,64.0,1577756.55
1461,1.0,64.0,1582861.58
1462,1.0,64.0,1579512.42
1463,1.0,64.0,1598779.15
1464,1.0,64.0,1568515.81
1465,1.0,64.0,1574321.07
1466,1.0,64.0,1590498.19
1467,1.0,64.0,1588371.01
1468,1.0,64.0,1582670.58
1469,1.0,64.0,1583118.13
1470,1.0,64.0,1585662.71
1471,1.0,64.0,1560038.66
1472,1.0,64.0,1585881.34
1473,1.0,64.0,1578949.26
1474,1.0,64.0,1593377.26
1475,1.0,64.0,1562867.99
1476,1.0,64.0,1565236.76
1477,1.0,64.0,1586047.12
1478,1.0,64.0,1581489.93
1479,1.0,64.0,1596083.55
1480,1.0,128.0,2226.74
1481,1.0,128.0,2218.27
1482,1.0,128.0,2246.71
1483,1.0,128.0,2248.12
1484,1.0,128.0,2242.52
1485,1.0,128.0,2263.67
1486,1.0,128.0,2269.53
1487,1.0,128.0,2210.95
1488,1.0,128.0,2238.41
1489,1.0,128.0,2274.94
1490,1.0,128.0,2230.57
1491,1.0,128.0,2243.25
1492,1.0,128.0,2244.69
1493,1.0,128.0,2246.55
1494,1.0,128.0,2238.74
1495,1.0,128.0,2263.93
1496,1.0,128.0,2228.87
1497,1.0,128.0,2226.59
1498,1.0,128.0,2248.34
1499,1.0,128.0,2224.71
1500,1.0,128.0,1565517.58
1501,1.0,128.0,1579145.98
1502,1.0,128.0,1597250.59
1503,1.0,128.0,1585826.86
1504,1.0,128.0,1561270.65
1505,1.0,128.0,1563893.08
1506,1.0,128.0,1576573.66
1507,1.0,128.0,1574551.65
1508,1.0,128.0,1592034.23
1509,1.0,128.0,1552040.19
1510,1.0,128.0,1567952.44
1511,1.0,128.0,1585715.34
1512,1.0,128.0,1579606.63
1513,1.0,128.0,1574007.79
1514,1.0,128.0,1579591.08
1515,1.0,128.0,1564461.99
1516,1.0,128.0,1574025.46
1517,1.0,128.0,1569836.55
1518,1.0,128.0,1590480.41
1519,1.0,128.0,1580912.86
1520,1.0,256.0,2269.91
1521,1.0,256.0,2220.38
1522,1.0,256.0,2241.99
1523,1.0,256.0,2248.31
1524,1.0,256.0,2227.22
1525,1.0,256.0,2246.52
1526,1.0,256.0,2236.81
1527,1.0,256.0,2273.01
1528,1.0,256.0,2252.86
1529,1.0,256.0,2250.76
1530,1.0,256.0,2287.45
1531,1.0,256.0,2239.0
1532,1.0,256.0,2226.24
1533,1.0,256.0,2232.73
1534,1.0,256.0,2228.13
1535,1.0,256.0,2242.24
1536,1.0,256.0,2238.84
1537,1.0,256.0,2240.93
1538,1.0,256.0,2269.11
1539,1.0,256.0,2257.6
1540,1.0,256.0,1572508.25
1541,1.0,256.0,1572383.5
1542,1.0,256.0,1562301.23
1543,1.0,256.0,1572790.48
1544,1.0,256.0,1572647.97
1545,1.0,256.0,1588288.76
1546,1.0,256.0,1579110.11
1547,1.0,256.0,1573181.98
1548,1.0,256.0,1577173.16
1549,1.0,256.0,1580119.73
1550,1.0,256.0,1570234.08
1551,1.0,256.0,1587661.93
1552,1.0,256.0,1569604.75
1553,1.0,256.0,1579490.53
1554,1.0,256.0,1586242.63
1555,1.0,256.0,1587347.69
1556,1.0,256.0,1574901.83
1557,1.0,256.0,1579378.7
1558,1.0,256.0,1592097.16
1559,1.0,256.0,1581891.73
1560,1.0,512.0,2286.8
1561,1.0,512.0,2250.03
1562,1.0,512.0,2283.21
1563,1.0,512.0,2256.43
1564,1.0,512.0,2264.13
1565,1.0,512.0,2230.61
1566,1.0,512.0,2229.08
1567,1.0,512.0,2240.88
1568,1.0,512.0,2275.12
1569,1.0,512.0,2236.62
1570,1.0,512.0,2252.67
1571,1.0,512.0,2237.04
1572,1.0,512.0,2248.89
1573,1.0,512.0,2284.04
1574,1.0,512.0,2220.96
1575,1.0,512.0,2252.69
1576,1.0,512.0,2257.38
1577,1.0,512.0,2228.03
1578,1.0,512.0,2219.29
1579,1.0,512.0,2260.47
1580,1.0,512.0,1584660.85
1581,1.0,512.0,1578723.46
1582,1.0,512.0,1588841.16
1583,1.0,512.0,1569620.28
1584,1.0,512.0,1560302.5
1585,1.0,512.0,1562890.99
1586,1.0,512.0,1578190.34
1587,1.0,512.0,1579759.22
1588,1.0,512.0,1582172.71
1589,1.0,512.0,1578895.02
1590,1.0,512.0,1573699.93
1591,1.0,512.0,1581856.44
1592,1.0,512.0,1582768.26
1593,1.0,512.0,1570499.77
1594,1.0,512.0,1572144.49
1595,1.0,512.0,1569515.27
1596,1.0,512.0,1565671.24
1597,1.0,512.0,1580260.97
1598,1.0,512.0,1567462.47
1599,1.0,512.0,1578071.55
1600,0.1,64.0,132.54
1601,0.1,64.0,133.82
1602,0.1,64.0,134.81
1603,0.1,64.0,133.44
1604,0.1,64.0,132.43
1605,0.1,64.0,133.74
1606,0.1,64.0,134.17
1607,0.1,64.0,134.36
1608,0.1,64.0,137.48
1609,0.1,64.0,134.37
1610,0.1,64.0,133.55
1611,0.1,64.0,134.26
1612,0.1,64.0,135.46
1613,0.1,64.0,133.35
1614,0.1,64.0,136.41
1615,0.1,64.0,135.32
1616,0.1,64.0,136.48
1617,0.1,64.0,135.44
1618,0.1,64.0,134.18
1619,0.1,64.0,136.24
1620,0.1,64.0,49192.75
1621,0.1,64.0,50082.85
1622,0.1,64.0,49936.27
1623,0.1,64.0,49879.74
1624,0.1,64.0,47800.17
1625,0.1,64.0,51561.0
1626,0.1,64.0,51469.16
1627,0.1,64.0,47738.7
1628,0.1,64.0,49153.66
1629,0.1,64.0,49892.66
1630,0.1,64.0,49219.7
1631,0.1,64.0,48351.95
1632,0.1,64.0,50034.29
1633,0.1,64.0,49116.86
1634,0.1,64.0,48413.95
1635,0.1,64.0,50768.23
1636,0.1,64.0,50080.42
1637,0.1,64.0,49159.0
1638,0.1,64.0,50909.81
1639,0.1,64.0,49406.36
1640,0.1,128.0,134.62
1641,0.1,128.0,133.63
1642,0.1,128.0,141.08
1643,0.1,128.0,134.91
1644,0.1,128.0,134.3
1645,0.1,128.0,134.41
1646,0.1,128.0,137.36
1647,0.1,128.0,138.89
1648,0.1,128.0,135.44
1649,0.1,128.0,134.77
1650,0.1,128.0,134.34
1651,0.1,128.0,135.67
1652,0.1,128.0,134.68
1653,0.1,128.0,132.72
1654,0.1,128.0,135.79
1655,0.1,128.0,134.72
1656,0.1,128.0,134.52
1657,0.1,128.0,133.37
1658,0.1,128.0,134.95
1659,0.1,128.0,133.57
1660,0.1,128.0,49188.33
1661,0.1,128.0,49851.72
1662,0.1,128.0,50679.24
1663,0.1,128.0,49316.38
1664,0.1,128.0,48451.28
1665,0.1,128.0,50021.3
1666,0.1,128.0,50052.73
1667,0.1,128.0,49932.78
1668,0.1,128.0,49085.35
1669,0.1,128.0,48418.07
1670,0.1,128.0,49955.86
1671,0.1,128.0,50078.37
1672,0.1,128.0,50842.42
1673,0.1,128.0,49928.75
1674,0.1,128.0,49985.87
1675,0.1,128.0,48620.21
1676,0.1,128.0,48455.62
1677,0.1,128.0,48461.54
1678,0.1,128.0,48955.45
1679,0.1,128.0,50045.72
1680,0.1,256.0,132.82
1681,0.1,256.0,133.56
1682,0.1,256.0,134.26
1683,0.1,256.0,136.28
1684,0.1,256.0,134.62
1685,0.1,256.0,134.29
1686,0.1,256.0,133.93
1687,0.1,256.0,137.01
1688,0.1,256.0,136.11
1689,0.1,256.0,134.6
1690,0.1,256.0,135.42
1691,0.1,256.0,135.72
1692,0.1,256.0,133.91
1693,0.1,256.0,136.05
1694,0.1,256.0,134.61
1695,0.1,256.0,137.29
1696,0.1,256.0,136.87
1697,0.1,256.0,135.81
1698,0.1,256.0,134.36
1699,0.1,256.0,134.82
1700,0.1,256.0,49311.1
1701,0.1,256.0,49903.78
1702,0.1,256.0,50004.85
1703,0.1,256.0,49186.37
1704,0.1,256.0,48270.35
1705,0.1,256.0,49312.82
1706,0.1,256.0,48583.06
1707,0.1,256.0,47135.32
1708,0.1,256.0,49200.33
1709,0.1,256.0,49387.44
1710,0.1,256.0,50069.39
1711,0.1,256.0,51714.93
1712,0.1,256.0,48559.15
1713,0.1,256.0,50762.11
1714,0.1,256.0,49148.85
1715,0.1,256.0,49041.19
1716,0.1,256.0,49022.05
1717,0.1,256.0,48389.49
1718,0.1,256.0,49172.02
1719,0.1,256.0,49801.97
1720,0.1,512.0,137.69
1721,0.1,512.0,137.88
1722,0.1,512.0,133.49
1723,0.1,512.0,134.48
1724,0.1,512.0,133.35
1725,0.1,512.0,136.74
1726,0.1,512.0,135.19
1727,0.1,512.0,136.06
1728,0.1,512.0,134.03
1729,0.1,512.0,135.5
1730,0.1,512.0,134.89
1731,0.1,512.0,133.02
1732,0.1,512.0,135.2
1733,0.1,512.0,135.51
1734,0.1,512.0,135.73
1735,0.1,512.0,135.99
1736,0.1,512.0,135.46
1737,0.1,512.0,135.02
1738,0.1,512.0,138.72
1739,0.1,512.0,135.65
1740,0.1,512.0,50877.57
1741,0.1,512.0,48642.77
1742,0.1,512.0,49224.62
1743,0.1,512.0,50928.21
1744,0.1,512.0,49077.75
1745,0.1,512.0,49986.93
1746,0.1,512.0,49180.11
1747,0.1,512.0,50023.02
1748,0.1,512.0,48319.42
1749,0.1,512.0,49902.52
1750,0.1,512.0,49784.68
1751,0.1,512.0,49855.21
1752,0.1,512.0,49207.21
1753,0.1,512.0,51657.46
1754,0.1,512.0,49958.25
1755,0.1,512.0,49304.88
1756,0.1,512.0,48575.64
1757,0.1,512.0,47636.27
1758,0.1,512.0,50063.14
1759,0.1,512.0,47112.29
1760,0.2,64.0,332.7
1761,0.2,64.0,335.28
1762,0.2,64.0,328.37
1763,0.2,64.0,330.07
1764,0.2,64.0,327.89
1765,0.2,64.0,330.36
1766,0.2,64.0,331.34
1767,0.2,64.0,335.41
1768,0.2,64.0,326.58
1769,0.2,64.0,324.9
1770,0.2,64.0,332.28
1771,0.2,64.0,334.65
1772,0.2,64.0,332.34
1773,0.2,64.0,334.27
1774,0.2,64.0,330.07
1775,0.2,64.0,330.94
1776,0.2,64.0,330.51
1777,0.2,64.0,327.13
1778,0.2,64.0,337.43
1779,0.2,64.0,330.74
1780,0.2,64.0,117848.04
1781,0.2,64.0,122651.32
1782,0.2,64.0,118834.6
1783,0.2,64.0,120104.32
1784,0.2,64.0,120358.84
1785,0.2,64.0,122101.42
1786,0.2,64.0,119376.84
1787,0.2,64.0,123099.68
1788,0.2,64.0,120497.27
1789,0.2,64.0,115597.25
1790,0.2,64.0,118789.9
1791,0.2,64.0,117351.59
1792,0.2,64.0,121653.2
1793,0.2,64.0,121806.68
1794,0.2,64.0,121490.6
1795,0.2,64.0,126181.93
1796,0.2,64.0,120617.91
1797,0.2,64.0,119015.85
1798,0.2,64.0,120161.02
1799,0.2,64.0,118269.16
1800,0.2,128.0,331.51
